Year,State,District,Party,Name,Votes,Winner,Incumbent
2014,Rhode Island,District 29,Republican Party,Sherry Roberts,2805,True,0.0
2014,Rhode Island,District 30,Republican Party,Antonio Giarrusso,4527,True,1.0
2014,Rhode Island,District 31,Democratic Party,Julie Casimiro,2585,False,0.0
2014,Rhode Island,District 31,Republican Party,Doreen Costa,2942,True,1.0
2014,Rhode Island,District 32,Democratic Party,Robert Craven,3111,True,1.0
2014,Rhode Island,District 32,Republican Party,Sharon Gamba,2867,False,0.0
2014,Rhode Island,District 33,Democratic Party,"Donald Lally, Jr.",4169,True,1.0
2014,Rhode Island,District 34,Democratic Party,Teresa Tanzi,2783,True,1.0
2014,Rhode Island,District 34,Republican Party,Stephen Tetzner,2436,False,0.0
2014,Rhode Island,District 35,Democratic Party,Kathleen Fogarty,2113,True,0.0
2014,Rhode Island,District 35,Republican Party,Lacey McGreevy,1527,False,0.0
2014,Rhode Island,District 36,Democratic Party,Donna Walsh,2345,False,1.0
2014,Rhode Island,District 36,unaffiliated,Blake A. Filippi,3422,True,0.0
2014,Rhode Island,District 37,Democratic Party,Samuel Azzinaro,2749,True,1.0
2014,Rhode Island,District 37,Republican Party,"Caswell Cooke, Jr.",2311,False,0.0
2014,Rhode Island,District 38,Democratic Party,Brian Kennedy,3115,True,1.0
2014,Rhode Island,District 39,Democratic Party,Larry Valencia,2168,False,1.0
2014,Rhode Island,District 39,Republican Party,Justin Price,2899,True,0.0
2014,Rhode Island,District 40,Democratic Party,Joseph Cardillo,1668,False,0.0
2014,Rhode Island,District 40,Republican Party,Michael Chippendale,3583,True,1.0
2014,Rhode Island,District 41,Democratic Party,Michael Marcello,2736,True,1.0
2014,Rhode Island,District 41,Republican Party,Lillian Delmonico,2478,False,0.0
2014,Rhode Island,District 41,unaffiliated,Robert Quattrocchi,1003,False,0.0
2014,Rhode Island,District 42,Democratic Party,Stephen Ucci,3747,True,1.0
2014,Rhode Island,District 43,Democratic Party,Deborah Fellela,2483,True,1.0
2014,Rhode Island,District 43,unaffiliated,Karin Gorman,2217,False,0.0
2014,Rhode Island,District 44,Democratic Party,Gregory Costantino,3718,True,1.0
2014,Rhode Island,District 44,Republican Party,"Philip Hirons, Jr.",2064,False,0.0
2014,Rhode Island,District 45,Democratic Party,Mia Ackerman,3556,True,1.0
2014,Rhode Island,District 46,Democratic Party,Jeremiah O'Grady,3502,True,1.0
2014,Rhode Island,District 46,Republican Party,Matthew Guerra,1786,False,0.0
2014,Rhode Island,District 47,Democratic Party,Cale Keable,3085,True,1.0
2014,Rhode Island,District 48,Democratic Party,Steven Gamache,1629,False,0.0
2014,Rhode Island,District 48,Republican Party,Brian Newberry,3465,True,1.0
2014,Rhode Island,District 49,Democratic Party,Michael Morin,1573,True,1.0
2014,Rhode Island,District 50,Democratic Party,Stephen Casey,1463,True,1.0
2014,Rhode Island,District 50,unaffiliated,Richard Fagnant,1293,False,0.0
2014,Rhode Island,District 51,Democratic Party,Robert Phillips,2255,True,1.0
2014,Rhode Island,District 52,Democratic Party,Karen MacBeth,4149,True,1.0
2014,Rhode Island,District 53,Democratic Party,Thomas Winfield,3657,True,1.0
2014,Rhode Island,District 54,Democratic Party,William O'Brien,3534,True,1.0
2014,Rhode Island,District 55,Democratic Party,Arthur Corvese,3803,True,1.0
2014,Rhode Island,District 56,Democratic Party,Shelby Maldonado,1120,True,0.0
2014,Rhode Island,District 56,unaffiliated,Albert Romanowicz,215,False,0.0
2014,Rhode Island,District 57,Democratic Party,James McLaughlin,2599,True,1.0
2014,Rhode Island,District 58,Democratic Party,Carlos Tobon,1759,True,0.0
2014,Rhode Island,District 58,unaffiliated,Jonathan Vallecilla,397,False,0.0
2014,Rhode Island,District 59,Democratic Party,Jean P. Barros,2242,True,0.0
2014,Rhode Island,District 60,Democratic Party,"David Coughlin, Jr.",1672,True,0.0
2014,Rhode Island,District 61,Democratic Party,Raymond Johnston Jr.,2682,True,1.0
2014,Rhode Island,District 62,Democratic Party,Mary Messier,2106,True,1.0
2014,Rhode Island,District 62,unaffiliated,Rodney Barber,907,False,0.0
2014,Rhode Island,District 63,Democratic Party,Katherine Kazarian,3523,True,1.0
2014,Rhode Island,District 64,Democratic Party,Helio Melo,2137,True,1.0
2014,Rhode Island,District 64,Republican Party,Robert Botelho,682,False,0.0
2014,Rhode Island,District 65,Democratic Party,Gregg Amore,3535,True,1.0
2014,Rhode Island,District 66,Democratic Party,Joy Hearn,3444,True,1.0
2014,Rhode Island,District 66,unaffiliated,Joel Hellmann,2007,False,0.0
2014,Rhode Island,District 67,Democratic Party,Jan Malik,3920,True,1.0
2014,Rhode Island,District 68,Democratic Party,Kenneth Marshall,4059,True,1.0
2014,Rhode Island,District 69,Democratic Party,"Raymond Gallison, Jr.",3086,True,1.0
2014,Rhode Island,District 70,Democratic Party,John Edwards,3525,True,1.0
2014,Rhode Island,District 71,Democratic Party,Dennis Canario,2690,True,1.0
2014,Rhode Island,District 71,Republican Party,Norbert Rattay,2232,False,0.0
2014,Rhode Island,District 72,Democratic Party,Linda Dill Finn,2640,False,1.0
2014,Rhode Island,District 72,Republican Party,Daniel Reilly,3114,True,0.0
2014,Rhode Island,District 73,Democratic Party,Marvin Abney,2967,True,1.0
2014,Rhode Island,District 74,Democratic Party,Deborah Ruggiero,3920,True,1.0
2014,Rhode Island,District 75,Democratic Party,Lauren Carson,3036,True,0.0
2014,South Carolina,District 1,Republican Party,Bill Whitmire,8646,True,1.0
2014,South Carolina,District 2,Republican Party,Bill Sandifer III,8751,True,1.0
2014,South Carolina,District 3,Republican Party,Gary E. Clary,5117,True,0.0
2014,South Carolina,District 3,Libertarian Party,Travis McCurry,983,False,0.0
2014,South Carolina,District 4,Republican Party,Davey Hiott,8846,True,1.0
2014,South Carolina,District 5,Republican Party,Neal Collins,8476,True,0.0
2014,South Carolina,District 6,Republican Party,Brian White,8099,True,1.0
2014,South Carolina,District 7,Republican Party,Michael Gambrell,6290,True,1.0
2014,South Carolina,District 8,Republican Party,Jonathon Hill,7505,True,0.0
2014,South Carolina,District 9,Republican Party,Anne Thayer,7090,True,1.0
2014,South Carolina,District 10,Republican Party,Joshua A. Putnam,8146,True,1.0
2014,South Carolina,District 11,Democratic Party,Tombo Hite,4217,False,0.0
2014,South Carolina,District 11,Republican Party,Craig A. Gagnon,4899,True,1.0
2014,South Carolina,District 12,Democratic Party,Anne Parks,4903,True,1.0
2014,South Carolina,District 12,Republican Party,Tony Wildeman,3557,False,0.0
2014,South Carolina,District 13,Republican Party,Robert Shannon Riley,9058,True,1.0
2014,South Carolina,District 14,Republican Party,Michael Pitts,7992,True,1.0
2014,South Carolina,District 15,Democratic Party,Marian Redish,2658,False,0.0
2014,South Carolina,District 15,Republican Party,Samuel Rivers Jr.,3440,True,1.0
2014,South Carolina,District 16,Republican Party,Mark N. Willis,6615,True,1.0
2014,South Carolina,District 17,Republican Party,Mike Burns,9717,True,1.0
2014,South Carolina,District 18,Republican Party,Tommy Stringer,9152,True,1.0
2014,South Carolina,District 19,Republican Party,Dwight A. Loftis,6492,True,1.0
2014,South Carolina,District 20,Democratic Party,Jon Eames,2500,False,0.0
2014,South Carolina,District 20,Republican Party,Dan Hamilton,9045,True,1.0
2014,South Carolina,District 21,Republican Party,Phyllis J. Henderson,11188,True,1.0
2014,South Carolina,District 22,Democratic Party,Dan Ruck,3295,False,0.0
2014,South Carolina,District 22,Republican Party,Wendy Nanney,8325,True,1.0
2014,South Carolina,District 23,Democratic Party,Chandra Dillard,4841,True,1.0
2014,South Carolina,District 24,Republican Party,Bruce W. Bannister,10632,True,1.0
2014,South Carolina,District 25,Democratic Party,Leola Robinson-Simpson,5186,True,1.0
2014,South Carolina,District 25,Independence Party of America,Tony Boyce,1628,False,0.0
2014,South Carolina,District 26,Republican Party,Raye Felder,7299,True,1.0
2014,South Carolina,District 26,Libertarian Party,Jeremy C. Walters,1814,False,0.0
2014,South Carolina,District 27,Republican Party,Garry R. Smith,9013,True,1.0
2014,South Carolina,District 28,Republican Party,Eric M. Bedingfield,8475,True,1.0
2014,South Carolina,District 29,Republican Party,Dennis Carroll Moss,7127,True,1.0
2014,South Carolina,District 30,Republican Party,Steve Moss,6398,True,1.0
2014,South Carolina,District 31,Democratic Party,Harold Mitchell Jr.,4945,True,1.0
2014,South Carolina,District 32,Democratic Party,Matt Iyer,2394,False,0.0
2014,South Carolina,District 32,Republican Party,Derham Cole Jr.,7100,True,1.0
2014,South Carolina,District 33,Democratic Party,Shelia Antley Counts,1996,False,0.0
2014,South Carolina,District 33,Republican Party,Eddie Tallon,7435,True,1.0
2014,South Carolina,District 34,Democratic Party,Michael Thompson,3385,False,0.0
2014,South Carolina,District 34,Republican Party,Mike Forrester,6356,True,1.0
2014,South Carolina,District 35,Republican Party,Bill Chumley,9074,True,1.0
2014,South Carolina,District 36,Republican Party,Rita Allison,6307,True,1.0
2014,South Carolina,District 37,Republican Party,Donna Hicks Wood,6052,True,1.0
2014,South Carolina,District 38,Republican Party,N. Douglas Brannon,7684,True,1.0
2014,South Carolina,District 39,Republican Party,Ralph Shealy Kennedy,8170,True,1.0
2014,South Carolina,District 40,Democratic Party,Walt McLeod,6623,True,1.0
2014,South Carolina,District 40,Republican Party,Richard Martin,4388,False,0.0
2014,South Carolina,District 41,Democratic Party,MaryGail Douglas,10007,True,1.0
2014,South Carolina,District 42,Democratic Party,Mike Anthony,6075,True,1.0
2014,South Carolina,District 42,Republican Party,David Tribble Jr,3796,False,0.0
2014,South Carolina,District 43,Republican Party,Greg Delleney,6708,True,1.0
2014,South Carolina,District 44,Democratic Party,Mandy Powers Norrell,6671,True,1.0
2014,South Carolina,District 45,Republican Party,Deborah Long,10035,True,1.0
2014,South Carolina,District 46,Republican Party,Gary Simrill,8054,True,1.0
2014,South Carolina,District 47,Republican Party,Tommy Pope,7556,True,1.0
2014,South Carolina,District 48,Democratic Party,Barry McGrew,2762,False,0.0
2014,South Carolina,District 48,Republican Party,Ralph W. Norman,7582,True,1.0
2014,South Carolina,District 49,Democratic Party,John R. King,5422,True,1.0
2014,South Carolina,District 49,Republican Party,"Robert ""Bobby"" Walker",2427,False,0.0
2014,South Carolina,District 50,Democratic Party,Grady Brown,8574,True,1.0
2014,South Carolina,District 51,Democratic Party,J. David Weeks,8512,True,1.0
2014,South Carolina,District 52,Democratic Party,Laurie Slade Funderburk,10195,True,1.0
2014,South Carolina,District 53,Democratic Party,Amy M. Brown,3183,False,0.0
2014,South Carolina,District 53,Republican Party,Richie Yow,4657,True,0.0
2014,South Carolina,District 54,Democratic Party,"Patricia ""Pat"" M. Henegan",6719,True,0.0
2014,South Carolina,District 55,Democratic Party,Jackie E. Hayes,5686,True,1.0
2014,South Carolina,District 56,Republican Party,Mike Ryhal,6219,True,1.0
2014,South Carolina,District 57,Democratic Party,J. Wayne George,8140,True,1.0
2014,South Carolina,District 58,Republican Party,Jeff Johnson,6166,True,0.0
2014,South Carolina,District 59,Democratic Party,Terry Alexander,7669,True,1.0
2014,South Carolina,District 60,Republican Party,Phillip Lowe,6439,True,1.0
2014,South Carolina,District 61,Democratic Party,Roger K. Kirby,5570,True,0.0
2014,South Carolina,District 61,Republican Party,"Raliegh O. Ward, Jr.",3279,False,0.0
2014,South Carolina,District 62,Democratic Party,Robert Williams,7023,True,1.0
2014,South Carolina,District 62,Republican Party,Chippy Johnson,3275,False,0.0
2014,South Carolina,District 63,Republican Party,Kris Crawford,8529,True,1.0
2014,South Carolina,District 64,Democratic Party,Robert L. Ridgeway III,8062,True,1.0
2014,South Carolina,District 64,Republican Party,"Robert A. McFadden, Sr.",3015,False,0.0
2014,South Carolina,District 65,Republican Party,Jay Lucas,7035,True,1.0
2014,South Carolina,District 66,Democratic Party,Gilda Cobb-Hunter,9550,True,1.0
2014,South Carolina,District 67,Republican Party,Murrell Smith,8218,True,1.0
2014,South Carolina,District 68,Republican Party,Heather Ammons Crawford,6859,True,1.0
2014,South Carolina,District 69,Democratic Party,Robert Lewis Vanlue,3077,False,0.0
2014,South Carolina,District 69,Republican Party,Rick Quinn,9443,True,1.0
2014,South Carolina,District 70,Democratic Party,Joseph Neal,8762,True,1.0
2014,South Carolina,District 71,Republican Party,Nathan Ballentine,10470,True,1.0
2014,South Carolina,District 72,Democratic Party,James Smith Jr.,5140,True,1.0
2014,South Carolina,District 73,Democratic Party,Christopher R. Hart,8111,True,1.0
2014,South Carolina,District 74,Democratic Party,J. Todd Rutherford,8088,True,1.0
2014,South Carolina,District 74,American Independent,Donna McGreevy,1207,False,0.0
2014,South Carolina,District 75,Democratic Party,Joe McCulloch,5057,False,0.0
2014,South Carolina,District 75,Republican Party,Kirkman Finlay III,5833,True,1.0
2014,South Carolina,District 76,Democratic Party,Leon Howard,9135,True,1.0
2014,South Carolina,District 77,Democratic Party,Joe McEachern,10846,True,1.0
2014,South Carolina,District 78,Democratic Party,Beth Bernstein,6522,True,1.0
2014,South Carolina,District 78,Republican Party,Jeff Mobley,4048,False,0.0
2014,South Carolina,District 79,Democratic Party,Mia McLeod,10008,True,1.0
2014,South Carolina,District 80,Democratic Party,Jimmy C. Bales,8248,True,1.0
2014,South Carolina,District 81,Republican Party,Don Wells,11027,True,1.0
2014,South Carolina,District 82,Democratic Party,"William ""Bill"" Clyburn",6947,True,1.0
2014,South Carolina,District 83,Republican Party,Bill Hixon,8945,True,1.0
2014,South Carolina,District 84,Democratic Party,Rosie Berry,3341,False,0.0
2014,South Carolina,District 84,Republican Party,Chris Corley,6054,True,0.0
2014,South Carolina,District 85,Republican Party,Chip Huggins,11902,True,1.0
2014,South Carolina,District 86,Republican Party,Bill Taylor,7534,True,1.0
2014,South Carolina,District 87,Democratic Party,Joan Waggoner Guy,2505,False,0.0
2014,South Carolina,District 87,Republican Party,Todd Atwater,11183,True,1.0
2014,South Carolina,District 88,Republican Party,Mac Toole,7955,True,1.0
2014,South Carolina,District 89,Republican Party,Kenny Bingham,7345,True,1.0
2014,South Carolina,District 90,Democratic Party,Justin Bamberg,5366,True,0.0
2014,South Carolina,District 90,Republican Party,Travis Lee Avant,5222,False,0.0
2014,South Carolina,District 91,Democratic Party,Lonnie Hosey,7819,True,1.0
2014,South Carolina,District 92,Republican Party,Joe Daning,6425,True,1.0
2014,South Carolina,District 93,Democratic Party,Russell L. Ott,9037,True,1.0
2014,South Carolina,District 94,Democratic Party,Damian Daly,2653,False,0.0
2014,South Carolina,District 94,Republican Party,Jenny Horne,6383,True,1.0
2014,South Carolina,District 95,Democratic Party,Jerry Govan Jr.,9089,True,1.0
2014,South Carolina,District 96,Republican Party,Kit Spires,5878,True,1.0
2014,South Carolina,District 97,Democratic Party,Patsy G. Knight,6811,True,1.0
2014,South Carolina,District 98,Democratic Party,Rebekah Patrick,3222,False,0.0
2014,South Carolina,District 98,Republican Party,Chris Murphy,5482,True,1.0
2014,South Carolina,District 99,Republican Party,Jim Merrill,8689,True,1.0
2014,South Carolina,District 100,Republican Party,Edward L. Southard,7567,True,1.0
2014,South Carolina,District 101,Democratic Party,Cezar McKnight,7257,True,0.0
2014,South Carolina,District 101,Republican Party,Al Smith,4056,False,0.0
2014,South Carolina,District 102,Democratic Party,Joe Jefferson,6726,True,1.0
2014,South Carolina,District 102,Republican Party,"John J. Mondo, Jr.",3259,False,0.0
2014,South Carolina,District 103,Democratic Party,Carl L. Anderson,8135,True,1.0
2014,South Carolina,District 104,Republican Party,Greg Duckworth,9522,True,0.0
2014,South Carolina,District 105,Republican Party,Kevin J. Hardee,6126,True,1.0
2014,South Carolina,District 106,Republican Party,Nelson Hardwick,10127,True,1.0
2014,South Carolina,District 107,Republican Party,Alan Clemmons,7209,True,1.0
2014,South Carolina,District 108,Democratic Party,Vida Miller,6173,False,0.0
2014,South Carolina,District 108,Republican Party,"Stephen L. Goldfinch, Jr.",8355,True,1.0
2014,South Carolina,District 109,Democratic Party,"David Mack, III",6077,True,1.0
2014,South Carolina,District 109,Libertarian Party,Rodney Travis,1195,False,0.0
2014,South Carolina,District 110,Republican Party,Chip Limehouse,7537,True,1.0
2014,South Carolina,District 111,Democratic Party,Wendell G. Gilliard,7130,True,1.0
2014,South Carolina,District 112,Republican Party,Mike Sottile,9855,True,1.0
2014,South Carolina,District 113,Democratic Party,J. Seth Whipper,5967,True,1.0
2014,South Carolina,District 114,Democratic Party,Mary Tinkler,5409,True,0.0
2014,South Carolina,District 114,Republican Party,"Bobby Harrell, Jr.",1,False,1.0
2014,South Carolina,District 114,Green Party,Sue Edward,988,False,0.0
2014,South Carolina,District 115,Republican Party,Peter McCoy,8370,True,1.0
2014,South Carolina,District 116,Democratic Party,Robert L. Brown,6453,True,1.0
2014,South Carolina,District 116,Republican Party,Carroll O'Neal,5176,False,0.0
2014,South Carolina,District 117,Republican Party,Bill Crosby,4242,True,1.0
2014,South Carolina,District 118,Republican Party,Bill Herbkersman,8524,True,1.0
2014,South Carolina,District 119,Democratic Party,Leon Stavrinakis,6676,True,1.0
2014,South Carolina,District 119,Republican Party,Chris Cannon,3961,False,0.0
2014,South Carolina,District 119,Libertarian Party,Colin Ross,389,False,0.0
2014,South Carolina,District 120,Republican Party,Weston Newton,8156,True,1.0
2014,South Carolina,District 121,Democratic Party,Kenneth F. Hodges,7665,True,1.0
2014,South Carolina,District 122,Democratic Party,Bill Bowers,8602,True,1.0
2014,South Carolina,District 123,Republican Party,Jeff Bradley,9744,True,0.0
2014,South Carolina,District 124,Republican Party,Shannon Erickson,7340,True,1.0
2014,Tennessee,District 1,Republican Party,Jon C. Lundberg,9460,True,1.0
2014,Tennessee,District 1,unaffiliated,Harold Wayne Tucker (write-in),1,False,0.0
2014,Tennessee,District 2,Republican Party,Bud Hulsey,12249,True,0.0
2014,Tennessee,District 2,unaffiliated,J.R. Enfield,2302,False,0.0
2014,Tennessee,District 3,Republican Party,Timothy Hill,10709,True,1.0
2014,Tennessee,District 3,unaffiliated,Vance A. Carrier (write-in),4,False,0.0
2014,Tennessee,District 4,Democratic Party,Rob Martin,2329,False,0.0
2014,Tennessee,District 4,Republican Party,"John B. Holsclaw, Jr.",10590,True,0.0
2014,Tennessee,District 5,Republican Party,David B. Hawk,8396,True,1.0
2014,Tennessee,District 5,unaffiliated,Kermit E. Steck,2798,False,0.0
2014,Tennessee,District 6,Republican Party,James (Micah) Van Huss,11416,True,1.0
2014,Tennessee,District 7,Republican Party,Matthew Hill,9487,True,1.0
2014,Tennessee,District 8,Republican Party,Art Swann,12816,True,1.0
2014,Tennessee,District 9,Republican Party,Mike Harrison,9118,True,1.0
2014,Tennessee,District 10,Republican Party,Tilman Goins,9504,True,1.0
2014,Tennessee,District 11,Democratic Party,Marjorie J. Ramsey,2342,False,0.0
2014,Tennessee,District 11,Republican Party,Jeremy Faison,8289,True,1.0
2014,Tennessee,District 11,unaffiliated,"Roland A. Dykes, III",1549,False,0.0
2014,Tennessee,District 12,Republican Party,Dale Carr,10869,True,1.0
2014,Tennessee,District 13,Democratic Party,Gloria Johnson,6548,False,1.0
2014,Tennessee,District 13,Republican Party,Eddie Smith,6730,True,0.0
2014,Tennessee,District 14,Republican Party,Ryan A. Haynes,17664,True,1.0
2014,Tennessee,District 15,Democratic Party,"Joseph ""Joe"" Armstrong",5464,True,1.0
2014,Tennessee,District 15,unaffiliated,Pete Drew,1726,False,0.0
2014,Tennessee,District 16,Republican Party,Bill Dunn,12660,True,1.0
2014,Tennessee,District 17,Republican Party,Andrew E. Farmer,9989,True,1.0
2014,Tennessee,District 18,Republican Party,Martin Daniel,11970,True,0.0
2014,Tennessee,District 19,Republican Party,Harry Brooks,11280,True,1.0
2014,Tennessee,District 20,Democratic Party,John Ross Conley,3201,False,0.0
2014,Tennessee,District 20,Republican Party,Bob Ramsey,11511,True,1.0
2014,Tennessee,District 21,Democratic Party,Pamela O. Weston,3746,False,0.0
2014,Tennessee,District 21,Republican Party,Jimmy Matlock,13792,True,1.0
2014,Tennessee,District 22,Republican Party,Dan Howell,11336,True,0.0
2014,Tennessee,District 23,Republican Party,John W. Forgety,12052,True,1.0
2014,Tennessee,District 24,Republican Party,Kevin D. Brooks,10896,True,1.0
2014,Tennessee,District 25,Democratic Party,Judy Barnett,4435,False,0.0
2014,Tennessee,District 25,Republican Party,Cameron Sexton,14593,True,1.0
2014,Tennessee,District 26,Republican Party,Gerald McCormick,14751,True,1.0
2014,Tennessee,District 27,Democratic Party,Eric McRoy,4505,False,0.0
2014,Tennessee,District 27,Republican Party,Patsy Hazlewood,13337,True,0.0
2014,Tennessee,District 28,Democratic Party,JoAnne Favors,9562,True,1.0
2014,Tennessee,District 29,Republican Party,Mike Carter,12397,True,1.0
2014,Tennessee,District 30,Republican Party,Marc Gravitt,11575,True,0.0
2014,Tennessee,District 31,Republican Party,Ron Travis,11321,True,1.0
2014,Tennessee,District 32,Democratic Party,Joe Kneiser,3611,False,0.0
2014,Tennessee,District 32,Republican Party,Kent Calfee,11921,True,1.0
2014,Tennessee,District 33,Republican Party,John D. Ragan,11783,True,1.0
2014,Tennessee,District 34,Republican Party,Rick Womick,12284,True,1.0
2014,Tennessee,District 35,Republican Party,Jerry Sexton,8293,True,0.0
2014,Tennessee,District 36,Democratic Party,James Virgil Kidwell,2455,False,0.0
2014,Tennessee,District 36,Republican Party,Dennis H. Powers,7966,True,1.0
2014,Tennessee,District 37,Republican Party,Dawn White,10909,True,1.0
2014,Tennessee,District 38,Republican Party,Kelly T. Keisling,9069,True,1.0
2014,Tennessee,District 39,Democratic Party,Matthew Huffer,4627,False,0.0
2014,Tennessee,District 39,Republican Party,David Alexander,9619,True,1.0
2014,Tennessee,District 40,Democratic Party,Sarah Marie Smith,5696,False,0.0
2014,Tennessee,District 40,Republican Party,Terri Lynn Weaver,11356,True,1.0
2014,Tennessee,District 41,Democratic Party,John Mark Windle,9237,True,1.0
2014,Tennessee,District 42,Democratic Party,Mike Walsh,3947,False,0.0
2014,Tennessee,District 42,Republican Party,Ryan Williams,10054,True,1.0
2014,Tennessee,District 43,Democratic Party,Kevin Dunlap,6561,True,0.0
2014,Tennessee,District 43,Republican Party,Robert F. Dunham,6507,False,0.0
2014,Tennessee,District 43,unaffiliated,Edward Leon Buck,409,False,0.0
2014,Tennessee,District 44,Republican Party,William Lamberth,10840,True,1.0
2014,Tennessee,District 45,Democratic Party,"Steven D. Puckett, Jr.",3958,False,0.0
2014,Tennessee,District 45,Republican Party,Courtney L. Rogers,12185,True,1.0
2014,Tennessee,District 46,Democratic Party,Candace Reed,4777,False,0.0
2014,Tennessee,District 46,Republican Party,Mark A. Pody,9896,True,1.0
2014,Tennessee,District 47,Republican Party,Judd Matheny,11541,True,1.0
2014,Tennessee,District 48,Democratic Party,"William ""Bill"" Campbell",4486,False,0.0
2014,Tennessee,District 48,Republican Party,Bryan Terry,9067,True,0.0
2014,Tennessee,District 49,Democratic Party,Mike Williams,4708,False,0.0
2014,Tennessee,District 49,Republican Party,Mike Sparks,7959,True,1.0
2014,Tennessee,District 50,Democratic Party,Bo Mitchell,9109,True,1.0
2014,Tennessee,District 50,Republican Party,Troy Brewer,8680,False,0.0
2014,Tennessee,District 51,Democratic Party,Bill Beck,9188,True,0.0
2014,Tennessee,District 51,Republican Party,Brian L. Mason,3601,False,0.0
2014,Tennessee,District 52,Democratic Party,Mike Stewart,7551,True,1.0
2014,Tennessee,District 53,Democratic Party,Jason Powell,6098,True,1.0
2014,Tennessee,District 53,Republican Party,John Wang,4927,False,0.0
2014,Tennessee,District 53,unaffiliated,Tonya Miller,417,False,0.0
2014,Tennessee,District 54,Democratic Party,Brenda Gilmore,11761,True,1.0
2014,Tennessee,District 54,Green Party,Martin Holsinger,1206,False,0.0
2014,Tennessee,District 55,Democratic Party,John Ray Clemmons,10543,True,0.0
2014,Tennessee,District 56,Democratic Party,Chris Moth,8601,False,0.0
2014,Tennessee,District 56,Republican Party,Beth Harwell,14839,True,1.0
2014,Tennessee,District 57,Democratic Party,Jesse McLevain,4533,False,0.0
2014,Tennessee,District 57,Republican Party,Susan M. Lynn,14917,True,1.0
2014,Tennessee,District 58,Democratic Party,Harold M. Love,7733,True,1.0
2014,Tennessee,District 59,Democratic Party,Sherry Jones,6670,True,1.0
2014,Tennessee,District 60,Democratic Party,Darren Jernigan,8415,True,1.0
2014,Tennessee,District 60,Republican Party,Jim Gotto,7339,False,0.0
2014,Tennessee,District 61,Republican Party,"Charles M. Sargent, Jr.",17802,True,1.0
2014,Tennessee,District 62,Republican Party,Pat Marsh,9096,True,1.0
2014,Tennessee,District 63,Republican Party,Glen Casada,17468,True,1.0
2014,Tennessee,District 64,Republican Party,Sheila Butt,11213,True,1.0
2014,Tennessee,District 64,unaffiliated,James Gray,3760,False,0.0
2014,Tennessee,District 65,Democratic Party,Bill Peach,4386,False,0.0
2014,Tennessee,District 65,Republican Party,Jeremy Durham,12089,True,1.0
2014,Tennessee,District 66,Republican Party,Sabi (Doc) Kumar,11181,True,0.0
2014,Tennessee,District 67,Democratic Party,Joe Pitts,6154,True,1.0
2014,Tennessee,District 67,Constitution Party,Mike Warner,2638,False,0.0
2014,Tennessee,District 68,Republican Party,Curtis Johnson,12872,True,1.0
2014,Tennessee,District 69,Democratic Party,David A. Shepard,6246,True,1.0
2014,Tennessee,District 69,Republican Party,Michael Curcio,6231,False,0.0
2014,Tennessee,District 70,Republican Party,Barry Doss,10364,True,1.0
2014,Tennessee,District 71,Republican Party,"David ""Coach"" Byrd",9465,True,0.0
2014,Tennessee,District 72,Republican Party,Steve K. McDaniel,10548,True,1.0
2014,Tennessee,District 73,Democratic Party,Shelia L. Godwin,3921,False,0.0
2014,Tennessee,District 73,Republican Party,Jimmy Eldridge,13116,True,1.0
2014,Tennessee,District 74,Democratic Party,John C. Tidwell,4987,False,1.0
2014,Tennessee,District 74,Republican Party,Jay D. Reedy,5401,True,0.0
2014,Tennessee,District 75,Democratic Party,Randy Patton,4628,False,0.0
2014,Tennessee,District 75,Republican Party,Tim Wirgau,8719,True,1.0
2014,Tennessee,District 75,unaffiliated,James Hart,673,False,0.0
2014,Tennessee,District 76,Democratic Party,Joyce Washington,3933,False,0.0
2014,Tennessee,District 76,Republican Party,Andy Holt,8959,True,1.0
2014,Tennessee,District 77,Republican Party,Bill Sanderson,10586,True,1.0
2014,Tennessee,District 78,Democratic Party,Jane R. Crisp,4239,False,0.0
2014,Tennessee,District 78,Republican Party,Mary Littleton,10240,True,1.0
2014,Tennessee,District 79,Democratic Party,Bobby Barnett,3183,False,0.0
2014,Tennessee,District 79,Republican Party,Curtis Halford,10877,True,1.0
2014,Tennessee,District 80,Democratic Party,Johnny W. Shaw,7862,True,1.0
2014,Tennessee,District 81,Republican Party,Debra F. Moody,10249,True,1.0
2014,Tennessee,District 82,Democratic Party,Craig Fitzhugh,7830,True,1.0
2014,Tennessee,District 83,Republican Party,Mark White,14699,True,1.0
2014,Tennessee,District 84,Democratic Party,"Joe Towns, Jr.",9000,True,1.0
2014,Tennessee,District 85,Democratic Party,Johnnie R. Turner,10712,True,1.0
2014,Tennessee,District 86,Democratic Party,Barbara Cooper,7595,True,1.0
2014,Tennessee,District 86,Republican Party,"George T. Edwards, III",3115,False,0.0
2014,Tennessee,District 87,Democratic Party,Karen Camper,8791,True,1.0
2014,Tennessee,District 88,Democratic Party,Larry J. Miller,7297,True,1.0
2014,Tennessee,District 88,Republican Party,Harry Barber,3134,False,0.0
2014,Tennessee,District 89,Republican Party,Roger Kane,12958,True,1.0
2014,Tennessee,District 90,Democratic Party,"John J. Deberry, Jr.",9237,True,1.0
2014,Tennessee,District 91,Democratic Party,Raumesh A. Akbari,8053,True,1.0
2014,Tennessee,District 91,Republican Party,Samuel (Sam) Watkins,1777,False,0.0
2014,Tennessee,District 92,Democratic Party,Vicki Cain,4103,False,0.0
