state,year,district,candidate ID,party code,candidate incumbency,candidate votes won,won election?,total votes,dem votes,rep_votes,other_votes,candidate name
VT,2012,WINDSOR42,"DEFELICE, ALEX",200,0,1403,0,6079,3860,1403,816,"DEFELICE, ALEX"
VT,2012,WINDSOR42,"KEANE, PAUL",400,0,816,0,6079,3860,1403,816,"KEANE, PAUL"
VT,2012,WINDSOR42,"VOWINKEL, SHEILA",100,0,1683,1,6079,3860,1403,816,"VOWINKEL, SHEILA"
VT,2012,WINDSOR5,"CLARKSON, ALISON",100,1,2247,1,2247,2247,0,0,"CLARKSON, ALISON"
VT,2012,WINDSOR-ORANGE1,"AINSWORTH, DAVID M.",200,0,917,0,2030,1113,917,0,"AINSWORTH, DAVID M."
VT,2012,WINDSOR-ORANGE1,"BUXTON, SARAH E.",100,1,1113,1,2030,1113,917,0,"BUXTON, SARAH E."
VT,2012,WINDSOR-ORANGE2,"CHENEY, MARGARET",100,1,3819,1,7500,7500,0,0,"CHENEY, MARGARET"
VT,2012,WINDSOR-ORANGE2,"MASLAND, JIM",100,1,3681,1,7500,7500,0,0,"MASLAND, JIM"
VT,2012,WINDSOR-RUTLAND,"HAAS, SANDY",100,1,1780,1,1780,1780,0,0,"HAAS, SANDY"
WA,2012,11,"GUINN, SANDY",200,0,27559,0,114854,72125,42729,0,"GUINN, SANDY"
WA,2012,11,"STANFORD, DEREK",100,1,37824,1,114854,72125,42729,0,"STANFORD, DEREK"
WA,2012,12,"DAVIES, MARK T.",400,0,24373,0,107037,38346,44318,24373,"DAVIES, MARK T."
WA,2012,12,"MOSCOSO, LUIS",100,1,38346,1,107037,38346,44318,24373,"MOSCOSO, LUIS"
WA,2012,21,"ALEXANDER, GARY C.",200,1,32174,1,55465,23291,32174,0,"ALEXANDER, GARY C."
WA,2012,21,"HARTMAN, GREG",100,0,23291,0,55465,23291,32174,0,"HARTMAN, GREG"
WA,2012,22,"WILCOX, J. T.",200,1,44770,1,95159,50389,44770,0,"WILCOX, J. T."
WA,2012,31,"BENN, TIM",200,0,18641,0,49944,31303,18641,0,"BENN, TIM"
WA,2012,31,"RICCELLI, MARCUS",100,0,31303,1,49944,31303,18641,0,"RICCELLI, MARCUS"
WA,2012,32,"ORMSBY, TIMM S.",100,1,31261,1,50413,31261,19152,0,"ORMSBY, TIMM S."
WA,2012,32,"WHITE, DAVE",200,0,19152,0,50413,31261,19152,0,"WHITE, DAVE"
WA,2012,41,"CROUSE, LARRY",200,1,48609,1,117657,31734,85923,0,"CROUSE, LARRY"
WA,2012,42,"BIVIANO, AMY C.",100,0,27926,0,64504,27926,36578,0,"BIVIANO, AMY C."
WA,2012,42,"SHEA, MATT",200,1,36578,1,64504,27926,36578,0,"SHEA, MATT"
WA,2012,51,"RODNE, JAY R.",200,1,47851,1,47851,0,47851,0,"RODNE, JAY R."
WA,2012,52,"MAGENDANZ, CHAD",200,0,35961,1,65117,29156,35961,0,"MAGENDANZ, CHAD"
WA,2012,52,"SPRING, DAVID",100,0,29156,0,65117,29156,35961,0,"SPRING, DAVID"
WA,2012,61,"PARKER, KEVIN",200,1,47730,1,47730,0,47730,0,"PARKER, KEVIN"
WA,2012,62,"DELLWO, DENNIS",100,0,29099,0,64433,29099,35334,0,"DELLWO, DENNIS"
WA,2012,62,"HOLY, JEFF",200,0,35334,1,64433,29099,35334,0,"HOLY, JEFF"
WA,2012,71,"SHORT, SHELLY",200,1,50821,1,50821,0,50821,0,"SHORT, SHELLY"
WA,2012,72,"KRETZ, JOEL A.",200,1,36747,1,57084,0,57084,0,"KRETZ, JOEL A."
WA,2012,72,"WILSON, ROBERT (BOB)",200,0,20337,0,57084,0,57084,0,"WILSON, ROBERT (BOB)"
WA,2012,81,"CLOUGH, JAY",100,0,22695,0,59818,22695,37123,0,"CLOUGH, JAY"
WA,2012,81,"KLIPPERT, BRAD",200,1,37123,1,59818,22695,37123,0,"KLIPPERT, BRAD"
WA,2012,82,"HALER, LAWRENCE E.",200,1,42953,1,59311,16358,42953,0,"HALER, LAWRENCE E."
WA,2012,82,"REUTHER, RICHARD",100,0,16358,0,59311,16358,42953,0,"REUTHER, RICHARD"
WA,2012,91,"FAGAN, SUSAN",200,1,39428,1,39428,0,39428,0,"FAGAN, SUSAN"
WA,2012,92,SCHMICK,200,1,39620,1,39620,0,39620,0,SCHMICK
WA,2012,101,"SIMPSON, AARON",100,0,27061,0,69642,27061,42581,0,"SIMPSON, AARON"
WA,2012,101,"SMITH, NORMA",200,1,42581,1,69642,27061,42581,0,"SMITH, NORMA"
WA,2012,102,"HAYES, DAVE",200,0,36086,1,68971,32885,36086,0,"HAYES, DAVE"
WA,2012,102,"RIGGS, TOM",100,0,32885,0,68971,32885,36086,0,"RIGGS, TOM"
WA,2012,111,"FLYNN, JIM",100,0,9981,0,43482,43482,0,0,"FLYNN, JIM"
WA,2012,111,"HUDGINS, ZACK",100,1,33501,1,43482,43482,0,0,"HUDGINS, ZACK"
WA,2012,112,"BERGQUIST, STEVE",100,0,34695,1,48542,34695,13847,0,"BERGQUIST, STEVE"
WA,2012,112,"SANOYWRIGHT, SARAH",200,0,13847,0,48542,34695,13847,0,"SANOYWRIGHT, SARAH"
WA,2012,121,"CONDOTTA, CARY",200,1,32767,1,50503,0,50503,0,"CONDOTTA, CARY"
WA,2012,121,"MORSE, STAN",200,0,17736,0,50503,0,50503,0,"MORSE, STAN"
WA,2012,122,"ARMSTRONG, MIKE",200,1,25253,0,51439,0,51439,0,"ARMSTRONG, MIKE"
WA,2012,122,"HAWKINS, BRAD",200,0,26186,1,51439,0,51439,0,"HAWKINS, BRAD"
WA,2012,131,"WARNICK, JUDITH (JUDY)",200,1,37557,1,37557,0,37557,0,"WARNICK, JUDITH (JUDY)"
WA,2012,132,"MANWELLER, MATT",200,0,31880,1,46507,14627,31880,0,"MANWELLER, MATT"
WA,2012,132,"SELMANN, KAJ",100,0,14627,0,46507,14627,31880,0,"SELMANN, KAJ"
WA,2012,141,"JOHNSON, NORM",200,1,32930,1,51513,18583,32930,0,"JOHNSON, NORM"
WA,2012,141,"SPENCER, PAUL",100,0,18583,0,51513,18583,32930,0,"SPENCER, PAUL"
WA,2012,142,"ROSS, CHARLES R.",200,1,33676,1,51345,17669,33676,0,"ROSS, CHARLES R."
WA,2012,142,"TOMASKIN, MATHEW K. M.",100,0,17669,0,51345,17669,33676,0,"TOMASKIN, MATHEW K. M."
WA,2012,151,"CHANDLER, BRUCE",200,1,29075,1,29075,0,29075,0,"CHANDLER, BRUCE"
WA,2012,152,"GONZALEZ, PABLO",100,0,13957,0,35861,13957,21904,0,"GONZALEZ, PABLO"
WA,2012,152,"TAYLOR, DAVID",200,1,21904,1,35861,13957,21904,0,"TAYLOR, DAVID"
WA,2012,161,"EDWARDS, MARY RUTH",200,0,18307,0,43810,0,43810,0,"EDWARDS, MARY RUTH"
WA,2012,161,"WALSH, MAUREEN S.",200,1,25503,1,43810,0,43810,0,"WALSH, MAUREEN S."
WA,2012,162,"NEALEY, TERRY R.",200,1,37331,1,37331,0,37331,0,"NEALEY, TERRY R."
WA,2012,171,"OLSON, JULIE",200,0,27309,0,54757,27448,27309,0,"OLSON, JULIE"
WA,2012,171,"STONIER, MONICA",100,0,27448,1,54757,27448,27309,0,"STONIER, MONICA"
WA,2012,172,"GIZZI, JIM",100,0,23783,0,53878,23783,30095,0,"GIZZI, JIM"
WA,2012,172,"HARRIS, PAUL",200,1,30095,1,53878,23783,30095,0,"HARRIS, PAUL"
WA,2012,181,"CORTES, ADRIAN E.",200,0,17343,0,53930,0,53930,0,"CORTES, ADRIAN E."
WA,2012,181,"VICK, BRANDON",200,0,36587,1,53930,0,53930,0,"VICK, BRANDON"
WA,2012,182,"PIKE, LIZ",200,0,38224,1,63226,25002,38224,0,"PIKE, LIZ"
WA,2012,182,"SHEHORN, DAVID",100,0,25002,0,63226,25002,38224,0,"SHEHORN, DAVID"
WA,2012,191,"KOLDITZ, DIXIE",200,0,21212,0,55193,33981,21212,0,"KOLDITZ, DIXIE"
WA,2012,191,"TAKKO, DEAN A.",100,1,33981,1,55193,33981,21212,0,"TAKKO, DEAN A."
WA,2012,192,"BLAKE, BRIAN E.",100,1,31266,1,54006,31266,0,22740,"BLAKE, BRIAN E."
WA,2012,192,"SUTINEN, TIM",400,0,22740,0,54006,31266,0,22740,"SUTINEN, TIM"
WA,2012,201,"DEBOLT, RICHARD",200,1,45137,1,45137,0,45137,0,"DEBOLT, RICHARD"
WA,2012,202,"MORGAN, JOHN",200,0,15755,0,50303,0,50303,0,"MORGAN, JOHN"
WA,2012,202,"ORCUTT, ED",200,1,34548,1,50303,0,50303,0,"ORCUTT, ED"
WA,2012,211,"ROBERTS, MARY HELEN",100,1,44616,1,44616,44616,0,0,"ROBERTS, MARY HELEN"
WA,2012,212,"LIIAS, MARKO",100,1,34231,1,56462,34231,22231,0,"LIIAS, MARKO"
WA,2012,212,"MORRISON, KEVIN",200,0,22231,0,56462,34231,22231,0,"MORRISON, KEVIN"
WA,2012,221,"REYKDAL, CHRIS",100,1,49337,1,49337,49337,0,0,"REYKDAL, CHRIS"
WA,2012,222,"HUNT, SAM",100,1,49404,1,49404,49404,0,0,"HUNT, SAM"
WA,2012,231,"APPLETON, SHERRY",100,1,40764,1,66910,40764,26146,0,"APPLETON, SHERRY"
WA,2012,231,"STEPHENS, TONY",200,0,26146,0,66910,40764,26146,0,"STEPHENS, TONY"
WA,2012,232,"HANSEN, DREW",100,0,39949,1,66365,39949,26416,0,"HANSEN, DREW"
WA,2012,232,"OLSEN, JAMES M.",200,0,26416,0,66365,39949,26416,0,"OLSEN, JAMES M."
WA,2012,241,"DURGAN, CRAIG",400,0,23980,0,67065,43085,0,23980,"DURGAN, CRAIG"
WA,2012,241,"VANDEWEGE, KEVIN",100,1,43085,1,67065,43085,0,23980,"VANDEWEGE, KEVIN"
WA,2012,242,"GALE, STEVE",200,0,28470,0,68515,40045,28470,0,"GALE, STEVE"
WA,2012,242,"THARINGER, STEVE",100,1,40045,1,68515,40045,28470,0,"THARINGER, STEVE"
WA,2012,251,"MORRELL, DAWN",100,0,30049,1,57057,30049,27008,0,"MORRELL, DAWN"
WA,2012,251,"SCHLUMPF, SHELLY",200,0,27008,0,57057,30049,27008,0,"SCHLUMPF, SHELLY"
WA,2012,252,"HILTON, BILL",100,0,24332,0,56349,24332,32017,0,"HILTON, BILL"
WA,2012,252,"ZEIGER, HANS",200,1,32017,1,56349,24332,32017,0,"ZEIGER, HANS"
WA,2012,261,"ANGEL, JAN",200,1,39234,1,66398,27164,39234,0,"ANGEL, JAN"
WA,2012,261,"ASHABRANER, KARIN",100,0,27164,0,66398,27164,39234,0,"ASHABRANER, KARIN"
WA,2012,262,"RICHARDS, DOUG",200,0,30675,0,66059,35384,30675,0,"RICHARDS, DOUG"
WA,2012,262,"SEAQUIST, LARRY",100,1,35384,1,66059,35384,30675,0,"SEAQUIST, LARRY"
WA,2012,271,"COOK, STEVEN T.",200,0,15770,0,55060,39290,15770,0,"COOK, STEVEN T."
WA,2012,271,"JINKINS, LAURIE",100,1,39290,1,55060,39290,15770,0,"JINKINS, LAURIE"
WA,2012,272,"FEY, JAKE",100,0,32444,1,51271,51271,0,0,"FEY, JAKE"
WA,2012,272,"WALKER, LAUREN",100,0,18827,0,51271,51271,0,0,"WALKER, LAUREN"
WA,2012,281,"CHOINIERE, ERIC",100,0,24457,0,54420,24457,29963,0,"CHOINIERE, ERIC"
WA,2012,281,"OBAN, STEVE",200,0,29963,1,54420,24457,29963,0,"OBAN, STEVE"
WA,2012,282,"GREEN, TAMI",100,1,30572,1,55200,30572,24628,0,"GREEN, TAMI"
WA,2012,282,"WAGEMANN, PAUL",200,0,24628,0,55200,30572,24628,0,"WAGEMANN, PAUL"
WA,2012,291,"HARDER, TERRY",200,0,14871,0,40540,25669,14871,0,"HARDER, TERRY"
WA,2012,291,"SAWYER, DAVID",100,0,25669,1,40540,25669,14871,0,"SAWYER, DAVID"
WA,2012,292,"KIRBY, STEVE",100,1,33937,1,33937,33937,0,0,"KIRBY, STEVE"
WA,2012,301,"FLYGARE, ROGER",100,0,23487,0,47629,23487,24142,0,"FLYGARE, ROGER"
WA,2012,301,"KOCHMAR, LINDA",200,0,24142,1,47629,23487,24142,0,"KOCHMAR, LINDA"
WA,2012,302,"ASAY, KATRINA",200,1,21454,0,47609,26155,21454,0,"ASAY, KATRINA"
WA,2012,302,"FREEMAN, ROGER",100,0,26155,1,47609,26155,21454,0,"FREEMAN, ROGER"
WA,2012,311,"DAHLQUIST, CATHY",200,1,37187,1,59205,22018,37187,0,"DAHLQUIST, CATHY"
WA,2012,311,"GUNN, BRIAN L.",100,0,22018,0,59205,22018,37187,0,"GUNN, BRIAN L."
WA,2012,312,"CONNORS, LISA",200,0,26237,0,58699,32462,26237,0,"CONNORS, LISA"
WA,2012,312,"HURST, CHRISTOPHER",100,1,32462,1,58699,32462,26237,0,"HURST, CHRISTOPHER"
WA,2012,321,"HAYDEN, RANDY J.",200,0,17429,0,62705,45276,17429,0,"HAYDEN, RANDY J."
WA,2012,321,"RYU, CINDY",100,1,45276,1,62705,45276,17429,0,"RYU, CINDY"
WA,2012,322,"KAGI, RUTH",100,1,45495,1,62412,45495,16917,0,"KAGI, RUTH"
WA,2012,322,"REEDY, ROBERT",200,0,16917,0,62412,45495,16917,0,"REEDY, ROBERT"
WA,2012,331,"BENGE, WILL",200,0,12942,0,45640,32698,12942,0,"BENGE, WILL"
WA,2012,331,"ORWALL, TINA L.",100,1,32698,1,45640,32698,12942,0,"ORWALL, TINA L."
WA,2012,332,"METZ, MARTIN",200,0,13818,0,45518,31700,13818,0,"METZ, MARTIN"
WA,2012,332,"UPTHEGROVE, DAVE",100,1,31700,1,45518,31700,13818,0,"UPTHEGROVE, DAVE"
WA,2012,341,"CODY, EILEEN L.",100,1,52001,1,60539,60539,0,0,"CODY, EILEEN L."
WA,2012,341,"GIAMMARESE, WILLIAM",100,0,8538,0,60539,60539,0,0,"GIAMMARESE, WILLIAM"
WA,2012,342,"FITZGIBBON, JOE",100,1,51780,1,51780,51780,0,0,"FITZGIBBON, JOE"
WA,2012,351,"GRIFFEY, DANIEL (DAN)",200,0,31439,0,64702,33263,31439,0,"GRIFFEY, DANIEL (DAN)"
WA,2012,351,"HAIGH, KATHY",100,1,33263,1,64702,33263,31439,0,"HAIGH, KATHY"
WA,2012,352,"MACEWEN, DREW C.",200,0,32975,1,63613,30638,32975,0,"MACEWEN, DREW C."
WA,2012,352,"RINGERICKSON, LYNDA",100,0,30638,0,63613,30638,32975,0,"RINGERICKSON, LYNDA"
WA,2012,361,"CARLYLE, REUVEN",100,1,67105,1,75800,67105,0,8695,"CARLYLE, REUVEN"
WA,2012,361,"KLEIN, LESLIE R.",400,0,8695,0,75800,67105,0,8695,"KLEIN, LESLIE R."
WA,2012,362,"FRAME, NOEL CHRISTINA",100,0,31273,0,70837,70837,0,0,"FRAME, NOEL CHRISTINA"
WA,2012,362,"TARLETON, GAEL",100,0,39564,1,70837,70837,0,0,"TARLETON, GAEL"
WA,2012,371,"SANTOS, SHARON TOMIKO",100,1,49275,1,49275,49275,0,0,"SANTOS, SHARON TOMIKO"
WA,2012,372,"PETTIGREW, ERIC",100,1,49094,1,56065,49094,0,6971,"PETTIGREW, ERIC"
WA,2012,372,"SMILANICH, TAMRA",400,0,6971,0,56065,49094,0,6971,"SMILANICH, TAMRA"
WA,2012,381,"MCCOY, JOHN R.",100,1,30486,1,50416,30486,19930,0,"MCCOY, JOHN R."
WA,2012,381,"WILSON, SAM",200,0,19930,0,50416,30486,19930,0,"WILSON, SAM"
WA,2012,382,"CASEY, MICHAEL",200,0,18596,0,49428,30832,18596,0,"CASEY, MICHAEL"
WA,2012,382,"SELLS, MICHAEL S.",100,1,30832,1,49428,30832,18596,0,"SELLS, MICHAEL S."
WA,2012,391,"KRISTIANSEN, DAN",200,1,32044,1,57843,25799,32044,0,"KRISTIANSEN, DAN"
WA,2012,391,"WRIGHT, LINDA",100,0,25799,0,57843,25799,32044,0,"WRIGHT, LINDA"
WA,2012,392,"SCOTT, ELIZABETH",200,0,30667,1,57372,26705,30667,0,"SCOTT, ELIZABETH"
WA,2012,392,"WALTERS, ELEANOR",100,0,26705,0,57372,26705,30667,0,"WALTERS, ELEANOR"
WA,2012,401,"LYTTON, KRISTINE",100,1,44113,1,59923,44113,0,15810,"LYTTON, KRISTINE"
WA,2012,401,"ROBINSON, BRANDON",400,0,15810,0,59923,44113,0,15810,"ROBINSON, BRANDON"
WA,2012,402,"MORRIS, JEFF",100,1,43868,1,58201,43868,0,14333,"MORRIS, JEFF"
WA,2012,402,"PELLETT, HOWARD",400,0,14333,0,58201,43868,0,14333,"PELLETT, HOWARD"
WA,2012,411,"EAVES, TIM",200,0,28370,0,68408,40038,28370,0,"EAVES, TIM"
WA,2012,411,"MAXWELL, MARCIE",100,1,40038,1,68408,40038,28370,0,"MAXWELL, MARCIE"
WA,2012,412,"CLIBBORN, JUDY",100,1,48847,1,48847,48847,0,0,"CLIBBORN, JUDY"
WA,2012,421,"MCCLENDON, NATALIE",100,0,29972,0,65197,29972,35225,0,"MCCLENDON, NATALIE"
WA,2012,421,"OVERSTREET, JASON",200,1,35225,1,65197,29972,35225,0,"OVERSTREET, JASON"
WA,2012,422,"BUYS, VINCENT",200,1,34967,1,65119,30152,34967,0,"BUYS, VINCENT"
WA,2012,422,"KROGH, MATTHEW",100,0,30152,0,65119,30152,34967,0,"KROGH, MATTHEW"
WA,2012,431,"PEDERSEN, JAMIE D.",100,1,59762,1,59762,59762,0,0,"PEDERSEN, JAMIE D."
WA,2012,432,"CHOPP, FRANK",100,1,49125,1,69550,49125,0,20425,"CHOPP, FRANK"
WA,2012,432,"SAWANT, KSHAMA",400,0,20425,0,69550,49125,0,20425,"SAWANT, KSHAMA"
WA,2012,441,"DUNSHEE, HANS",100,1,35366,1,65053,35366,29687,0,"DUNSHEE, HANS"
WA,2012,441,"HARMSWORTH, MARK",200,0,29687,0,65053,35366,29687,0,"HARMSWORTH, MARK"
WA,2012,442,"HOPE, MICHAEL S.",200,1,35952,1,64415,28463,35952,0,"HOPE, MICHAEL S."
WA,2012,442,"MCNAUGHTON, MARY",100,0,28463,0,64415,28463,35952,0,"MCNAUGHTON, MARY"
WA,2012,451,"GOODMAN, ROGER E.",100,1,37975,1,67261,37975,29286,0,"GOODMAN, ROGER E."
WA,2012,451,"HUSSEY, JOEL",200,0,29286,0,67261,37975,29286,0,"HUSSEY, JOEL"
WA,2012,452,"SPRINGER, LAWRENCE S.",100,1,38640,1,66853,38640,28213,0,"SPRINGER, LAWRENCE S."
WA,2012,452,"THATCHER, JIM",200,0,28213,0,66853,38640,28213,0,"THATCHER, JIM"
WA,2012,461,"CANN, SYLVESTER",100,0,22721,0,65673,65673,0,0,"CANN, SYLVESTER"
WA,2012,461,"POLLET, GERRY",100,0,42952,1,65673,65673,0,0,"POLLET, GERRY"
WA,2012,462,"FARRELL, JESSYN",100,0,40228,1,63066,63066,0,0,"FARRELL, JESSYN"
WA,2012,462,"SIEGFRIEDT, SARAJANE",100,0,22838,0,63066,63066,0,0,"SIEGFRIEDT, SARAJANE"
WA,2012,471,"HARGROVE, MARK",200,1,27101,1,54045,26944,27101,0,"HARGROVE, MARK"
WA,2012,471,"SIZEMORE, BUD",100,0,26944,0,54045,26944,27101,0,"SIZEMORE, BUD"
WA,2012,472,"MASSAGLI, ANDY",200,0,21190,0,53229,32039,21190,0,"MASSAGLI, ANDY"
WA,2012,472,"SULLIVAN, PAT",100,1,32039,1,53229,32039,21190,0,"SULLIVAN, PAT"
WA,2012,481,"HIRT, BILL",200,0,17463,0,56825,39362,17463,0,"HIRT, BILL"
WA,2012,481,"HUNTER, ROSS",100,1,39362,1,56825,39362,17463,0,"HUNTER, ROSS"
WA,2012,482,"HABIB, CYRUS",100,0,35078,1,57149,35078,22071,0,"HABIB, CYRUS"
WA,2012,482,"MYERS, HANK",200,0,22071,0,57149,35078,22071,0,"MYERS, HANK"
WA,2012,491,"PETERSON, DEBBIE",200,0,20963,0,52621,31658,20963,0,"PETERSON, DEBBIE"
WA,2012,491,"WYLIE, SHARON",100,0,31658,1,52621,31658,20963,0,"WYLIE, SHARON"
WA,2012,492,"CRAIN, CAROLYN",200,0,20737,0,52595,31858,20737,0,"CRAIN, CAROLYN"
WA,2012,492,"MOELLER, JIM",100,1,31858,1,52595,31858,20737,0,"MOELLER, JIM"
WI,2012,1,"BIES, GAREY D.",200,1,16993,1,33146,16124,16993,29,"BIES, GAREY D."
WI,2012,1,SCATTERING,600,0,29,0,33146,16124,16993,29,SCATTERING
WI,2012,1,"VEESER, PATRICK",100,0,16124,0,33146,16124,16993,29,"VEESER, PATRICK"
WI,2012,2,"JACQUE, ANDRE",200,1,17082,1,94284,12033,81274,977,"JACQUE, ANDRE"
WI,2012,2,"PRUESS, LARRY",100,0,12033,0,94284,12033,81274,977,"PRUESS, LARRY"
WI,2012,2,SCATTERING,600,0,26,0,94284,12033,81274,977,SCATTERING
WI,2012,3,"OSWALD, KOLE",100,0,11398,0,29987,11398,17387,1202,"OSWALD, KOLE"
WI,2012,3,"OTT, ALVIN R.",200,1,17387,1,29987,11398,17387,1202,"OTT, ALVIN R."
WI,2012,3,SCATTERING,600,0,13,0,29987,11398,17387,1202,SCATTERING
WI,2012,3,"YOUNG, JOSH",400,0,1189,0,29987,11398,17387,1202,"YOUNG, JOSH"
WI,2012,4,"MALCHESKI, MICHAEL J.",100,0,12770,0,106265,79834,16029,10402,"MALCHESKI, MICHAEL J."
WI,2012,4,SCATTERING,600,0,40,0,106265,79834,16029,10402,SCATTERING
WI,2012,4,"WEININGER, CHAD",200,1,16029,1,106265,79834,16029,10402,"WEININGER, CHAD"
WI,2012,5,"MCCABE, JEFF",100,0,12709,0,28850,12709,16117,24,"MCCABE, JEFF"
WI,2012,5,SCATTERING,600,0,24,0,28850,12709,16117,24,SCATTERING
WI,2012,5,"STEINEKE, JIM",200,1,16117,1,28850,12709,16117,24,"STEINEKE, JIM"
WI,2012,6,"KUPSKY, JON",600,0,9,0,87288,71051,15423,814,"KUPSKY, JON"
WI,2012,6,"POWERS, JOHN",100,0,10508,0,87288,71051,15423,814,"POWERS, JOHN"
WI,2012,6,SCATTERING,600,0,21,0,87288,71051,15423,814,SCATTERING
WI,2012,6,"TAUCHEN, GARY",200,1,15423,1,87288,71051,15423,814,"TAUCHEN, GARY"
WI,2012,7,"KOEHLER, TIFFANY LEE",600,0,2,0,19524,16664,0,2860,"KOEHLER, TIFFANY LEE"
WI,2012,7,"KRUSICK, PEGGY",600,1,2499,0,19524,16664,0,2860,"KRUSICK, PEGGY"
WI,2012,7,"RIEMER, DANIEL",100,0,16664,1,19524,16664,0,2860,"RIEMER, DANIEL"
WI,2012,7,SCATTERING,600,0,359,0,19524,16664,0,2860,SCATTERING
WI,2012,8,SCATTERING,600,0,139,0,87942,7869,76402,3671,SCATTERING
WI,2012,8,"ZAMARRIPA, JOCASTA",100,1,7869,1,87942,7869,76402,3671,"ZAMARRIPA, JOCASTA"
WI,2012,9,SCATTERING,600,0,208,0,14843,14635,0,208,SCATTERING
WI,2012,9,"ZEPNICK, JOSH",100,1,14635,1,14843,14635,0,208,"ZEPNICK, JOSH"
WI,2012,10,"PASCH, SANDY",100,1,20038,1,108033,55766,51911,356,"PASCH, SANDY"
WI,2012,10,SCATTERING,600,0,261,0,108033,55766,51911,356,SCATTERING
WI,2012,11,"BARNES, MANDELA",100,0,16403,1,16604,16403,0,201,"BARNES, MANDELA"
WI,2012,11,SCATTERING,600,0,201,0,16604,16403,0,201,SCATTERING
WI,2012,12,"KESSLER, FREDERICK P.",100,1,16193,1,107419,53002,51176,3241,"KESSLER, FREDERICK P."
WI,2012,12,SCATTERING,600,0,232,0,107419,53002,51176,3241,SCATTERING
WI,2012,13,"HUTTON, ROB",200,0,20367,1,33669,13258,20367,44,"HUTTON, ROB"
WI,2012,13,"POKRANDT, JOHN",100,0,13258,0,33669,13258,20367,44,"POKRANDT, JOHN"
WI,2012,13,SCATTERING,600,0,44,0,33669,13258,20367,44,SCATTERING
WI,2012,14,"KOOYENGA, DALE P.",200,1,20976,1,117449,49232,68113,104,"KOOYENGA, DALE P."
WI,2012,14,"ROCKWOOD, CHRIS",100,0,14490,0,117449,49232,68113,104,"ROCKWOOD, CHRIS"
WI,2012,14,SCATTERING,600,0,42,0,117449,49232,68113,104,SCATTERING
WI,2012,15,"MOORE, CINDY",100,0,12668,0,30446,12668,17745,33,"MOORE, CINDY"
WI,2012,15,"SANFELIPPO, JOE",200,0,17745,1,30446,12668,17745,33,"SANFELIPPO, JOE"
WI,2012,15,SCATTERING,600,0,33,0,30446,12668,17745,33,SCATTERING
WI,2012,16,SCATTERING,600,0,208,0,90320,89179,0,1141,SCATTERING
WI,2012,16,"YOUNG, LEON D.",100,1,16881,1,90320,89179,0,1141,"YOUNG, LEON D."
WI,2012,17,"EDWARDS, ANTHONY R.",400,0,3573,0,23943,20288,0,3655,"EDWARDS, ANTHONY R."
WI,2012,17,"JOHNSON, LA TONYA",100,0,20288,1,23943,20288,0,3655,"JOHNSON, LA TONYA"
WI,2012,17,"PRATT, VIRGINIA",600,0,6,0,23943,20288,0,3655,"PRATT, VIRGINIA"
WI,2012,17,SCATTERING,600,0,76,0,23943,20288,0,3655,SCATTERING
WI,2012,18,"GOYKE, EVAN",100,0,16276,1,104158,58755,43079,2324,"GOYKE, EVAN"
WI,2012,18,"MORRISPAGE, MELBA",400,0,2140,0,104158,58755,43079,2324,"MORRISPAGE, MELBA"
WI,2012,18,SCATTERING,600,0,94,0,104158,58755,43079,2324,SCATTERING
WI,2012,19,"RICHARDS, JON",100,1,24856,1,25453,24856,0,597,"RICHARDS, JON"
WI,2012,19,SCATTERING,600,0,597,0,25453,24856,0,597,SCATTERING
WI,2012,20,"MCGARTLAND, MOLLY M.",200,0,12500,0,127006,47499,79382,125,"MCGARTLAND, MOLLY M."
WI,2012,20,SCATTERING,600,0,51,0,127006,47499,79382,125,SCATTERING
WI,2012,20,"SINICKI, CHRISTINE",100,1,16995,1,127006,47499,79382,125,"SINICKI, CHRISTINE"
WI,2012,21,"HONADEL, MARK",200,1,17403,1,29357,11921,17403,33,"HONADEL, MARK"
WI,2012,21,"KURTZ, WILLIAM R.",100,0,11921,0,29357,11921,17403,33,"KURTZ, WILLIAM R."
WI,2012,21,SCATTERING,600,0,33,0,29357,11921,17403,33,SCATTERING
WI,2012,22,"PRIDEMORE, DON",200,1,23817,1,97724,51177,46095,452,"PRIDEMORE, DON"
WI,2012,22,SCATTERING,600,0,348,0,97724,51177,46095,452,SCATTERING
WI,2012,23,"OTT, JIM",200,1,22536,1,36232,13669,22536,27,"OTT, JIM"
WI,2012,23,"ROGERS, CRIS",100,0,13669,0,36232,13669,22536,27,"ROGERS, CRIS"
WI,2012,23,SCATTERING,600,0,27,0,36232,13669,22536,27,SCATTERING
WI,2012,24,"HAQQI, SHAN",100,0,12594,0,119583,61271,58191,121,"HAQQI, SHAN"
WI,2012,24,"KNODL, DAN",200,1,20932,1,119583,61271,58191,121,"KNODL, DAN"
WI,2012,24,SCATTERING,600,0,33,0,119583,61271,58191,121,SCATTERING
WI,2012,25,"BREY, JIM",100,0,11947,0,28295,11947,16287,61,"BREY, JIM"
WI,2012,25,SCATTERING,600,0,61,0,28295,11947,16287,61,SCATTERING
WI,2012,25,"TITTL, PAUL",200,0,16287,1,28295,11947,16287,61,"TITTL, PAUL"
WI,2012,26,"ENDSLEY, MIKE",200,1,15018,1,117381,101401,15018,962,"ENDSLEY, MIKE"
